id,label,L,a,b
158,Gold,75,1,28
159,Gold,78,1,24
160,Gold,76,1,29
161,Brown,46,7,17
162,Brown,40,9,21
163,Brown,28,12,23
164,Brown,28,12,23
165,Brown,53,4,22
166,Green,76,-6,19
167,Green,61,-13,27
168,Green,58,-15,28
169,Green,58,-17,29
170,Green,58,-17,29
171,Green,61,-12,30
172,Silver,79,-4,7
173,Silver,78,-2,0
174,Silver,77,-1,0
175,Silver,69,0,1
176,Silver,68,-2,6
177,Gold,78,0,20
178,Yellow,83,-4,45
179,Yellow,83,-3,47
180,Yellow,83,-5,49
181,Yellow,75,-4,42
182,Purple,30,22,-21
183,Purple,14,31,-42
184,Purple,14,31,-42
185,Purple,25,26,-29
186,Purple,53,14,-2
187,Purple,14,31,-41
188,Silver,60,5,11
189,Silver,58,3,12
190,Silver,61,5,14
191,Gold,50,6,33
192,Gold,50,6,35
193,Gold,49,7,38
194,Gold,43,8,36
195,Gold,52,8,34
196,Yellow,82,-10,41
197,Yellow,81,-10,45
198,Yellow,80,-10,43
199,Yellow,82,-11,47
200,Purple,27,30,-47
201,Purple,29,36,-55
202,Purple,31,36,-55
203,Purple,28,32,-49
204,Purple,61,11,-14
205,Purple,49,13,-20
206,Silver,78,-1,-2
207,Silver,76,-1,0
208,Silver,73,-1,6
209,Gold,92,-2,13
210,Gold,92,-3,15
211,Brown,9,0,3
212,Brown,4,0,2
213,Green,36,-14,8
214,Green,16,-15,11
215,Green,14,-16,10
216,Green,29,-14,7
217,Silver,38,1,-17
218,Silver,31,-2,-13
219,Silver,32,-2,-11
220,Gold,24,-1,3
221,Gold,14,-2,4
222,Gold,14,-2,5
223,Brown,28,6,9
224,Brown,14,8,7
225,Brown,23,6,8
226,Green,36,-6,13
227,Green,28,-8,15
228,Green,54,-5,11
229,Green,29,-9,15
230,Silver,58,0,1
231,Gold,68,0,11
232,Gold,74,-1,11
233,Brown,18,9,-1
234,Brown,17,8,-4
235,Brown,21,7,-2
236,Green,27,-19,10
237,Green,37,-14,8
238,Silver,67,-1,-10
239,Silver,53,-1,-4
240,Silver,67,-1,-10
241,Silver,67,0,-11
242,Silver,51,0,-7
243,Gold,83,0,10
244,Gold,81,-2,12
245,Gold,82,-2,11
246,Brown,47,5,13
247,Brown,21,13,16
248,Brown,41,8,14
249,Green,53,-12,22
250,Green,42,-13,24
251,Green,76,-9,21
252,Silver,87,2,2
253,Silver,76,2,6
254,Silver,78,1,1
255,Gold,76,0,18
256,Gold,72,2,15
257,Yellow,72,-12,31
258,Yellow,73,-12,35
259,Yellow,72,-12,33
260,Yellow,72,-11,29
261,Purple,38,8,-14
262,Purple,12,27,-40
263,Purple,15,30,-45
264,Purple,14,30,-45
265,Purple,49,10,-12
266,Silver,52,0,1
267,Silver,50,1,-5
268,Silver,52,-2,2
269,Gold,81,-1,24
270,Gold,81,-1,24
271,Gold,80,-1,23
272,Gold,79,-1,19
273,Gold,67,0,20
274,Gold,78,-1,17
275,Yellow,81,-11,25
276,Yellow,80,-12,29
277,Yellow,77,-12,33
278,Yellow,71,-12,32
279,Purple,48,8,-20
280,Purple,30,19,-38
281,Purple,19,26,-48
282,Purple,19,26,-48
283,Purple,31,21,-42
284,Purple,63,6,-15
285,Silver,51,-2,-8
286,Silver,57,0,-7
287,Silver,51,-1,-9
288,Silver,56,0,-8
289,Gold,73,-2,15
290,Gold,82,1,15
291,Gold,85,-1,15
292,Gold,86,-2,15
293,Gold,85,-2,15
294,Gold,81,-1,15
295,Brown,40,4,1
296,Brown,23,6,3
297,Brown,46,0,3
298,Green,76,-7,3
299,Green,58,-10,4
300,Green,49,-14,9
301,Green,51,-13,7
302,Green,64,-10,5
303,Gold,87,-1,-1
304,Silver,81,-2,-13
305,Brown,9,2,-10
306,Brown,4,0,-2
307,Brown,4,2,-10
308,Black,30,8,-29
309,Black,15,7,-23
310,Black,3,4,-11
311,Black,1,2,-6
312,Black,1,0,-4
313,Black,1,2,-5
314,Black,14,8,-24
315,Black,1,2,-6
316,Black,3,4,-11
317,Black,25,7,-28
318,Black,13,6,-21
319,Black,3,2,-7
320,Black,1,2,-5
321,Black,2,0,-4
322,Black,3,0,-6
323,Black,10,7,-22
324,Orange,16,2,-5
325,Orange,10,6,7
326,Orange,12,8,8
327,Orange,10,7,9
328,Orange,14,5,3
329,Brown,6,0,-5
330,Brown,1,0,0
331,Brown,1,2,-1
332,Brown,2,2,-3
333,Brown,22,9,-34
334,Brown,32,9,-28
335,Brown,35,9,-27
336,Black,16,17,-37
337,Black,5,19,-34
338,Black,4,19,-34
339,Black,4,19,-34
340,Black,33,10,-35
341,Black,7,16,-32
342,Black,23,9,-30
343,Black,6,21,-35
344,Black,43,6,-38
345,Orange,40,7,1
346,Orange,40,9,-8
347,Orange,43,9,4
348,Orange,43,8,4
349,Orange,42,8,2
350,Orange,44,8,-7
351,Brown,41,14,-7
352,Brown,42,14,-10
353,Brown,41,11,-11
354,Brown,16,13,-32
355,Brown,31,9,-26
356,Brown,11,14,-29
357,Black,8,16,-31
358,Black,3,13,-27
359,Black,4,11,-26
360,Black,21,17,-37
361,Black,4,11,-27
362,Black,11,18,-35
363,Black,12,13,-32
364,Black,22,6,-26
365,Black,30,8,-30
366,Black,31,7,-29
367,Orange,29,8,-10
368,Orange,25,5,-13
369,Orange,30,7,-14
370,Brown,25,10,-22
371,Brown,25,10,-22
372,Brown,23,8,-19
373,Brown,36,11,-24
374,Black,10,23,-40
375,Black,9,23,-38
376,Black,9,21,-37
377,Black,9,22,-39
378,Black,43,8,-47
379,Black,30,20,-46
380,Black,21,15,-36
381,Black,20,14,-34
382,Black,20,14,-35
383,Black,20,14,-35
384,Black,21,18,-42
385,Orange,43,5,-20
386,Orange,42,5,-9
387,Orange,41,3,-12
388,Orange,46,1,-10
389,Brown,27,13,-22
390,Brown,27,9,-20
391,Brown,7,5,-20
392,Brown,10,7,-22
393,Black,5,6,-22
394,Black,9,7,-21
395,Black,3,2,-15
396,Black,3,4,-16
397,Black,4,4,-17
398,Black,3,2,-15
399,Orange,27,5,-4
400,Orange,27,6,-7
401,Orange,25,4,-6
402,Brown,14,5,-16
403,Brown,7,6,-13
404,Brown,7,6,-16
405,Brown,12,10,-27
406,Black,16,12,-29
407,Black,2,11,-26
408,Black,3,11,-26
409,Black,3,11,-28
410,Black,16,9,-29
411,Black,3,13,-27
412,Black,7,9,-26
413,Orange,30,4,-6
414,Orange,38,4,-7
415,Orange,32,3,-9
416,Brown,12,10,-20
417,Brown,18,10,-22
418,Brown,12,8,-22
419,Brown,1,2,-3
420,Brown,2,2,-2
421,Brown,3,2,-3
422,Black,2,2,-6
423,Black,1,2,-3
424,Black,5,2,-13
425,Black,1,2,-5
426,Black,2,2,-5
427,Orange,16,5,9
428,Orange,20,11,15
429,Orange,15,4,1
430,Brown,3,2,-4
431,Brown,3,0,1
432,Brown,2,2,-2
433,Brown,39,7,-17
434,Brown,57,4,-16
435,Black,21,15,-42
436,Black,11,19,-38
437,Black,30,9,-41
438,Black,38,3,-35
439,Black,21,6,-33
440,Black,20,5,-31
441,Black,31,3,-31
442,Orange,54,8,12
443,Orange,53,10,19
444,Orange,52,10,16
445,Brown,32,9,-8
446,Brown,36,10,-2
447,Brown,34,11,-8
448,Brown,59,6,-9
449,Brown,53,6,-9
450,Brown,36,4,-26
451,Black,18,16,-41
452,Black,10,16,-36
453,Black,12,13,-35
454,Black,40,-1,-25
455,Black,34,-2,-21
456,Black,34,-3,-21
457,Black,38,-3,-24
458,Orange,67,6,5
459,Orange,64,9,18
460,Orange,67,8,2
461,Brown,80,6,-6
462,Brown,76,8,-6
463,Brown,63,5,-12
464,Brown,18,12,-34
465,Brown,38,9,-31
466,Brown,30,11,-35
467,Black,5,20,-33
468,Black,9,13,-29
469,Black,5,13,-28
470,Black,9,17,-32
471,Black,16,12,-30
472,Black,11,12,-28
473,Orange,40,4,-8
474,Orange,44,6,-3
475,Orange,41,5,-6
476,Brown,17,11,-29
477,Brown,32,9,-20
478,Brown,23,9,-29
479,Brown,18,2,5
480,Brown,11,1,-1
481,Brown,14,1,0
482,Black,11,7,-20
483,Black,7,2,-3
484,Black,6,-2,-3
485,Black,11,0,-2
486,Black,23,0,-1
487,Black,20,0,3
488,Orange,40,1,16
489,Orange,41,1,17
490,Orange,36,1,18
491,Brown,16,5,3
492,Brown,16,4,3
493,Brown,12,4,-4
494,Orange,30,32,39
495,Orange,30,32,40
496,Orange,28,26,34
497,White,79,2,0
498,White,80,2,0
499,White,76,1,5
500,White,70,2,10
501,Silver,52,0,11
502,Silver,48,-3,8
503,Silver,42,-2,9
504,Silver,45,1,14
505,Gold,31,9,23
506,Gold,34,8,22
507,Gold,38,7,26
508,Gold,57,3,23
509,Blue,11,15,-32
510,Blue,9,17,-34
511,Blue,15,7,-25
512,Grey,29,-1,2
513,Grey,14,0,-7
514,Grey,14,-1,-4
515,Grey,14,0,-5
516,Grey,18,-2,0
517,Silver,53,0,-8
518,Silver,63,0,-10
519,Silver,51,0,-5
520,Gold,70,-3,13
521,Orange,44,22,34
522,Orange,37,27,39
523,Orange,35,23,33
524,White,76,-1,-5
525,White,82,0,-12
526,White,82,-1,-9
527,White,80,1,-10
528,White,78,-1,-6
529,Silver,61,-2,-2
530,Silver,62,-1,-7
531,Silver,61,-2,-2
532,Gold,62,-2,16
533,Gold,64,0,15
534,Gold,67,1,13
535,Green,54,-28,15
536,Green,41,-37,14
537,Green,43,-35,8
538,Green,64,-15,14
539,Blue,47,-1,-32
540,Blue,38,8,-48
541,Blue,39,10,-51
542,Blue,38,10,-50
543,Blue,40,7,-45
544,Blue,61,-4,-18
545,Silver,76,-3,-2
546,Silver,75,-6,-7
547,Silver,75,-5,-8
548,Silver,75,-5,-7
549,Gold,67,-6,23
550,Gold,75,-5,17
551,Gold,67,-4,20
552,Gold,67,-6,22
553,Gold,66,-6,23
554,Blue,37,-2,-5
555,Blue,10,8,-26
556,Blue,14,4,-13
557,Grey,25,1,3
558,Grey,14,1,-1
559,Grey,21,0,1
560,Silver,43,0,-3
561,Silver,47,1,-9
562,Silver,45,1,-3
563,Gold,21,5,13
564,Gold,24,4,17
565,Green,43,-12,4
566,Green,22,-21,7
567,Green,22,-18,10
568,Green,39,-3,16
569,Blue,44,1,-3
570,Blue,18,11,-27
571,Blue,14,18,-34
572,Blue,13,17,-34
573,Blue,19,11,-29
574,Blue,38,5,-12
575,Silver,45,3,2
576,Silver,41,2,-3
577,Silver,41,2,-3
578,Silver,43,3,-2
579,Gold,49,4,21
580,Gold,27,5,22
581,Gold,23,2,22
582,Gold,25,3,21
583,Gold,34,5,24
584,Orange,37,32,38
585,Orange,27,34,39
586,Orange,26,33,38
587,Orange,25,32,33
588,Orange,26,28,29
589,White,75,3,2
590,White,76,2,2
591,White,76,3,1
592,White,75,3,2
593,White,75,2,3
594,White,71,3,4
595,Silver,42,1,9
596,Silver,43,1,7
597,Silver,46,3,9
598,Gold,28,8,19
599,Gold,29,8,23
600,Gold,33,8,28
601,Brown,21,6,-6
602,Brown,22,12,9
603,Brown,10,14,13
604,Brown,24,7,4
605,Black,23,-5,-14
606,Black,5,0,-5
607,Black,13,-5,-2
608,Black,24,-4,-8
609,Black,4,0,-8
610,Black,25,-3,-19
611,Brown,18,7,2
612,Brown,14,10,5
613,Brown,14,7,3
614,Brown,23,7,-13
615,Brown,16,6,0
616,Brown,18,5,-12
617,Green,58,-23,32
618,Green,34,-38,25
619,Green,33,-36,23
620,Green,32,-36,23
621,Green,38,-29,27
622,Blue,45,-3,-18
623,Blue,23,17,-46
624,Blue,24,22,-51
625,Blue,25,21,-50
626,Blue,32,9,-39
627,Blue,57,-4,-3
628,Silver,65,-3,5
629,Silver,61,-2,0
630,Silver,64,1,4
631,Gold,56,-1,34
632,Gold,54,-1,34
633,Gold,45,0,35
634,Gold,45,0,35
635,Gold,70,0,32
636,Brown,44,9,-6
637,Brown,30,13,3
638,Brown,36,10,0
639,Brown,18,15,3
640,Brown,16,11,3
641,Black,7,4,-7
642,Black,12,1,-7
643,Black,5,4,-8
644,Black,25,6,-28
645,Black,5,2,-7
646,Black,10,1,-13
647,Black,9,7,-20
648,Brown,36,10,-8
649,Brown,22,9,-2
650,Brown,17,9,-9
651,Green,29,-10,23
652,Green,12,-18,18
653,Green,14,-16,17
654,Green,25,-6,23
655,Blue,29,3,-22
656,Blue,16,6,-29
657,Blue,18,2,-22
658,Blue,18,3,-17
659,Silver,42,2,5
660,Silver,38,0,6
661,Silver,39,2,6
662,Gold,40,8,29
663,Gold,39,7,29
664,Gold,38,4,29
665,Gold,37,6,29
666,Brown,8,12,-1
667,Brown,7,15,8
668,Brown,10,11,7
669,Black,5,2,-5
670,Black,2,2,-2
671,Black,3,0,-5
672,Black,4,0,-6
673,Black,2,0,-3
674,Black,2,0,-2
675,Brown,10,10,3
676,Brown,10,12,8
677,Brown,10,10,3
678,Brown,10,13,8
679,Brown,10,14,9
680,Brown,9,9,7
681,Orange,37,16,17
682,Orange,34,18,16
683,Orange,29,11,12
684,White,81,-1,-6
685,White,84,-1,-8
686,White,76,-1,-6
687,Silver,65,-1,-2
688,Silver,60,-1,-3
689,Silver,61,-1,-1
690,Gold,81,-3,10
691,Gold,81,-2,10
692,Gold,74,-2,10
693,Green,52,-36,17
694,Green,38,-30,12
695,Green,44,-37,15
696,Blue,44,0,-30
697,Blue,33,13,-50
698,Blue,33,12,-49
699,Silver,74,-5,-6
700,Silver,74,-4,-8
701,Silver,74,-3,-4
702,Gold,76,-6,23
703,Gold,74,-6,26
704,Gold,72,-6,27
705,Orange,39,21,28
706,Orange,34,28,31
707,Orange,29,27,31
708,White,76,2,-8
709,White,81,1,-10
710,White,76,0,-7
711,Silver,62,0,1
712,Silver,60,0,-3
713,Silver,61,0,0
714,Gold,71,1,18
715,Gold,72,2,19
716,Gold,72,1,19
717,Green,30,-17,9
718,Green,26,-18,9
719,Green,23,-14,12
720,Blue,15,15,-33
721,Blue,13,17,-35
722,Blue,27,10,-25
723,Silver,50,2,-4
724,Silver,50,3,-7
725,Silver,50,3,-6
726,Gold,34,1,13
727,Gold,29,3,15
728,Gold,43,1,14
729,Green,29,-19,22
730,Green,14,-22,16
731,Green,25,-12,21
732,Blue,26,2,-14
733,Blue,12,11,-29
734,Blue,14,6,-23
735,Silver,38,1,12
736,Silver,30,3,9
737,Silver,45,2,18
738,Gold,24,7,27
739,Gold,25,6,26
740,Gold,21,7,26
741,Blue,57,-2,-32
742,Blue,45,3,-48
743,Blue,40,3,-44
744,Grey,60,-2,-15
745,Grey,60,-1,-15
746,Grey,61,-1,-13
747,Silver,94,-5,-6
748,Silver,94,-5,-7
749,Silver,90,-3,-8
750,Gold,92,-6,20
751,Gold,92,-6,20
752,Gold,83,-6,22
753,Blue,16,12,-33
754,Blue,15,10,-33
755,Blue,23,5,-27
756,Grey,34,-1,-6
757,Grey,28,-1,-8
758,Grey,22,1,-9
759,Silver,77,-3,-10
760,Silver,77,-3,-10
761,Silver,68,-3,-6
762,Gold,60,-3,15
763,Gold,66,-3,15
764,Gold,67,-2,12
765,Orange,48,17,26
766,Orange,29,31,36
767,Orange,29,30,34
768,White,77,0,-10
769,White,78,-1,-11
770,White,74,0,-7
771,Silver,57,-1,-1
772,Silver,49,-1,1
773,Silver,54,0,-3
774,Gold,26,2,7
775,Gold,26,4,13
776,Gold,41,2,16
777,Orange,38,16,17
778,Orange,34,18,16
779,Orange,33,19,17
780,White,83,-1,-7
781,White,84,-1,-8
782,White,81,-1,-7
783,Silver,65,-1,-2
784,Silver,62,-1,-4
785,Silver,60,-1,-3
786,Gold,80,-3,9
787,Gold,81,-2,10
788,Gold,78,-1,9
789,Green,49,-33,13
790,Green,42,-35,8
791,Green,47,-33,6
792,Blue,44,2,-39
793,Blue,40,8,-50
794,Blue,38,12,-52
795,Silver,79,-7,-5
796,Silver,78,-6,-9
797,Silver,79,-5,-6
798,Gold,75,-6,17
799,Gold,74,-6,20
800,Gold,72,-6,20
801,Blue,14,16,-38
802,Blue,20,16,-41
803,Blue,20,6,-30
804,Grey,25,4,-13
805,Grey,18,4,-13
806,Grey,25,2,-11
807,Silver,71,1,-11
808,Silver,78,0,-14
809,Silver,74,0,-15
810,Gold,74,-5,16
811,Gold,71,-3,14
812,Gold,74,-4,16
813,Blue,14,5,-23
814,Blue,7,10,-29
815,Blue,18,2,-18
816,Grey,19,1,4
817,Grey,16,0,0
818,Grey,24,3,3
819,Silver,40,2,7
820,Silver,38,1,0
821,Silver,40,2,1
822,Gold,28,5,21
823,Gold,29,5,21
824,Gold,30,6,18
825,Blue,47,0,-44
826,Blue,39,0,-40
827,Blue,48,-10,-13
828,Grey,56,-5,1
829,Grey,50,-3,-2
830,Grey,59,-3,3
831,Silver,95,-6,-4
832,Silver,95,-5,-4
833,Silver,94,-6,-3
834,Gold,94,-11,43
835,Gold,96,-13,41
836,Gold,92,-10,43
837,Orange,38,22,32
838,Orange,31,28,34
839,Orange,28,26,29
840,White,79,1,4
841,White,83,0,0
842,White,82,1,0
843,Silver,48,4,11
844,Silver,44,3,5
845,Silver,46,3,8
846,Gold,40,4,21
847,Gold,39,8,18
848,Gold,39,7,19
849,Brown,59,6,0
850,Brown,47,16,8
851,Brown,32,16,12
852,Black,38,-3,-17
853,Black,36,-4,-11
854,Black,27,-3,-18
855,Black,37,-2,-16
856,Black,29,-2,-15
857,Black,37,-4,-30
858,Brown,47,18,5
859,Brown,48,21,7
860,Brown,48,18,7
861,Brown,62,8,3
862,Brown,44,15,7
863,Brown,36,14,-3
864,Brown,40,10,-2
865,Brown,22,15,3
866,Brown,21,9,3
867,Black,27,2,-12
868,Black,11,7,-20
869,Black,14,5,-15
870,Black,9,0,-10
871,Black,7,2,-9
872,Black,7,4,-11
873,Brown,20,12,2
874,Brown,14,11,-4
875,Brown,14,12,-2
876,Brown,33,8,-8
877,Brown,18,12,-1
878,Brown,14,12,-2
879,Brown,26,6,-4
880,Brown,20,9,3
881,Brown,20,11,3
882,Black,17,2,-12
883,Black,17,3,-13
884,Black,20,3,-11
885,Black,21,2,-16
886,Black,10,3,-12
887,Black,14,4,-17
888,Brown,21,10,-4
889,Brown,18,12,-1
890,Brown,22,7,-10
891,Brown,23,6,-5
892,Brown,21,6,-8
893,Brown,30,3,-19
894,Orange,41,21,32
895,Orange,29,32,39
896,Orange,27,32,36
897,White,80,1,2
898,White,81,2,0
899,White,79,1,1
900,Silver,39,1,4
901,Silver,50,1,10
902,Silver,52,1,8
903,Gold,28,5,20
904,Gold,28,5,19
905,Gold,40,6,21
906,Brown,41,16,8
907,Brown,37,12,5
908,Brown,58,10,4
909,Black,46,-3,-12
910,Black,26,2,-24
911,Black,27,-1,-17
912,Black,32,1,-22
913,Black,30,2,-21
914,Black,33,2,-28
915,Brown,56,11,-2
916,Brown,48,19,7
917,Brown,52,13,-8
918,Brown,66,1,-7
919,Brown,55,8,2
920,Brown,42,8,-6
921,Green,27,-13,7
922,Green,18,-16,1
923,Green,27,-14,6
924,Blue,20,8,-29
925,Blue,19,15,-41
926,Blue,25,13,-37
927,White,65,1,-9
928,White,79,2,-9
929,White,78,1,-9
930,Gold,52,1,17
931,Gold,48,0,16
932,Gold,51,1,14
933,Brown,44,5,-15
934,Brown,20,13,6
935,Brown,12,14,4
936,Black,9,2,-12
937,Black,1,2,-2
938,Black,1,2,-4
939,Black,4,2,-8
940,Black,2,0,-2
941,Black,6,2,-11
942,Brown,13,15,3
943,Brown,12,14,5
944,Brown,10,13,4
945,Brown,32,10,-2
946,Brown,18,13,2
947,Brown,10,10,-1
948,Blue,9,10,-27
949,Blue,10,8,-27
950,Blue,14,2,-18
951,Grey,17,4,-3
952,Grey,18,2,-3
953,Grey,20,2,-3
954,Silver,29,2,6
955,Silver,27,0,1
956,Silver,37,0,4
957,Gold,34,7,20
958,Gold,30,6,22
959,Gold,45,6,29
960,Green,21,-23,18
961,Green,24,-24,18
962,Green,16,-17,16
963,Blue,13,9,-29
964,Blue,15,9,-29
965,Blue,14,9,-27
966,Silver,39,0,9
967,Silver,39,2,7
968,Silver,54,2,12
969,Gold,41,6,28
970,Gold,34,6,26
971,Gold,30,6,25
972,Blue,23,16,-42
973,Blue,26,20,-48
974,Blue,27,15,-43
975,Grey,28,-2,-10
976,Grey,25,-1,-12
977,Grey,29,-1,-13
978,Silver,79,-3,-13
979,Silver,78,-5,-13
980,Silver,72,-3,-11
981,Gold,71,-6,17
982,Gold,76,-5,16
983,Gold,76,-5,16
984,Brown,9,14,5
985,Brown,13,15,11
986,Brown,16,13,11
987,Black,4,-2,-2
988,Black,2,0,-2
989,Black,10,0,-10
990,Black,2,0,-4
991,Black,3,2,-5
992,Black,23,1,-21
993,Brown,9,17,10
994,Brown,11,14,10
995,Brown,17,9,1
996,Brown,16,5,1
997,Brown,9,9,7
998,Brown,14,7,5
999,Blue,18,8,-29
1000,Blue,21,8,-33
1001,Blue,15,4,-23
1002,Grey,21,0,-1
1003,Grey,14,2,-4
1004,Grey,15,1,-3
1005,Silver,54,-3,-2
1006,Silver,58,-3,-5
1007,Silver,47,0,-3
1008,Gold,36,0,12
1009,Gold,42,1,13
1010,Gold,32,0,13
1011,Orange,52,15,16
1012,Orange,36,22,19
1013,Orange,35,22,21
1014,White,79,0,-7
1015,White,85,0,-10
1016,White,83,1,-11
1017,Silver,70,-2,-10
1018,Silver,70,-2,-8
1019,Silver,69,-1,-11
1020,Gold,76,-2,15
1021,Gold,78,-2,14
1022,Gold,78,-2,12
1023,Orange,49,21,35
1024,Orange,32,32,40
1025,Orange,29,31,36
1026,White,78,1,3
1027,White,78,1,2
1028,White,78,1,2
1029,Silver,54,5,16
1030,Silver,41,4,11
1031,Silver,51,4,17
1032,Gold,28,9,23
1033,Gold,25,9,22
1034,Gold,25,9,22
1035,Brown,33,9,-8
1036,Brown,25,13,3
1037,Brown,19,10,3
1038,Black,27,0,-13
1039,Black,18,3,-13
1040,Black,24,0,-17
1041,Black,25,-3,-13
1042,Black,14,0,-12
1043,Black,19,2,-18
1044,Brown,23,10,2
1045,Brown,18,12,0
1046,Brown,18,12,-4
1047,Brown,24,8,-3
1048,Brown,18,9,-7
1049,Brown,37,2,-20
1050,Brown,18,3,-13
1051,Brown,12,3,-4
1052,Brown,14,8,-2
1053,Black,9,3,-16
1054,Black,7,2,-13
1055,Black,7,0,-13
1056,Black,10,5,-19
1057,Black,6,0,-13
1058,Black,6,4,-14
1059,Brown,14,10,-7
1060,Brown,12,10,-7
1061,Brown,12,10,-9
1062,Brown,14,7,-6
1063,Brown,13,6,-1
1064,Brown,12,6,-4
1065,Brown,29,5,1
1066,Brown,39,7,1
1067,Brown,29,9,0
1068,Black,6,0,-5
1069,Black,5,0,-6
1070,Black,18,5,-22
1071,Black,5,2,-9
1072,Black,4,0,-2
1073,Black,4,0,-2
1074,Brown,14,14,-2
1075,Brown,14,20,7
1076,Brown,10,16,3
1077,Brown,14,11,5
1078,Brown,16,8,6
1079,Brown,14,-1,0
1080,Brown,23,5,-3
1081,Brown,27,11,-2
1082,Brown,28,10,1
1083,Black,21,5,-20
1084,Black,15,0,-13
1085,Black,21,2,-14
1086,Black,19,1,-17
1087,Black,20,1,-12
1088,Black,18,-2,-12
1089,Brown,25,15,-2
1090,Brown,27,21,1
1091,Brown,23,17,-9
1092,Brown,20,9,1
1093,Brown,21,9,3
1094,Brown,16,8,-3
1095,Brown,19,12,-4
1096,Brown,24,12,3
1097,Brown,31,11,2
1098,Black,26,4,-24
1099,Black,7,2,-11
1100,Black,9,5,-13
1101,Black,7,4,-9
1102,Black,9,5,-9
1103,Black,10,6,-14
1104,Brown,23,21,3
1105,Brown,25,22,5
1106,Brown,22,21,2
1107,Brown,18,7,-4
