id,name,label,L,a,b,B,G,R,H,S,V,Y,Cr,Cb
42,blue-grey-silver-gold-0.jpg,Noise,55,1,14,109,131,143,28,61,143,132,136,115
43,blue-grey-silver-gold-0.jpg,Noise,52,0,11,105,124,132,30,52,132,124,134,117
44,blue-grey-silver-gold-0.jpg,Noise,54,1,14,108,130,142,28,61,142,131,136,115
45,blue-grey-silver-gold-0.jpg,Noise,56,-1,8,121,136,139,36,33,139,135,131,120
46,blue-grey-silver-gold-0.jpg,Noise,60,-1,11,128,147,152,34,40,152,146,132,118
47,blue-grey-silver-gold-0.jpg,Noise,68,-1,13,143,166,174,32,45,174,166,134,115
48,blue-grey-silver-gold-0.jpg,Noise,74,0,14,159,183,195,28,47,195,184,136,114
49,blue-grey-silver-gold-0.jpg,Noise,76,1,15,162,188,202,28,50,202,189,137,113
50,blue-grey-silver-gold-0.jpg,Noise,77,2,15,163,189,205,26,52,205,191,138,112
51,blue-grey-silver-gold-0.jpg,Noise,76,1,15,161,188,202,28,52,202,189,137,112
52,blue-grey-silver-gold-0.jpg,Noise,75,2,15,157,183,199,26,54,199,185,138,112
53,blue-grey-silver-gold-0.jpg,Noise,74,2,15,155,180,196,26,53,196,182,138,113
54,blue-grey-silver-gold-0.jpg,Noise,73,-1,16,152,180,191,31,52,191,180,136,112
55,blue-grey-silver-gold-0.jpg,Noise,72,0,15,150,176,188,29,52,188,177,136,113
56,blue-grey-silver-gold-0.jpg,Noise,58,2,16,112,138,155,26,71,155,140,139,112
57,blue-grey-silver-gold-0.jpg,Noise,56,4,18,105,132,153,24,80,153,135,141,111
58,blue-grey-silver-gold-0.jpg,Noise,54,2,18,100,128,145,27,79,145,130,139,111
59,blue-grey-silver-gold-0.jpg,Noise,54,3,17,99,126,146,25,82,146,129,140,111
60,blue-grey-silver-gold-0.jpg,Noise,53,4,18,98,125,146,24,84,146,128,141,111
61,blue-grey-silver-gold-0.jpg,Noise,54,2,18,101,129,146,27,79,146,131,139,111
62,blue-grey-silver-gold-0.jpg,Noise,55,2,19,101,131,148,27,81,148,133,139,110
63,blue-grey-silver-gold-0.jpg,Noise,56,2,16,106,132,149,26,74,149,134,139,112
64,blue-grey-silver-gold-0.jpg,Noise,54,2,15,104,127,143,25,70,143,129,138,114
65,blue-grey-silver-gold-0.jpg,Noise,45,2,11,90,107,120,24,64,120,109,136,117
66,blue-grey-silver-gold-0.jpg,Noise,47,1,15,87,111,123,28,75,123,112,136,114
67,blue-grey-silver-gold-0.jpg,Noise,50,3,16,94,118,136,24,79,136,121,139,113
68,blue-grey-silver-gold-0.jpg,Noise,53,3,16,102,126,144,24,74,144,129,139,113
69,blue-grey-silver-gold-0.jpg,Noise,55,3,16,106,130,148,24,72,148,133,139,113
70,blue-grey-silver-gold-0.jpg,Noise,52,3,16,99,123,141,24,76,141,126,139,113
71,blue-grey-silver-gold-0.jpg,Noise,50,3,16,94,118,136,24,79,136,121,139,113
72,blue-grey-silver-gold-0.jpg,Noise,52,2,16,99,124,140,26,75,140,126,138,113
73,blue-grey-silver-gold-0.jpg,Noise,52,3,15,99,122,138,25,72,138,124,138,114
74,blue-grey-silver-gold-0.jpg,Noise,45,3,14,84,105,120,25,77,120,107,137,115
75,blue-grey-silver-gold-0.jpg,Noise,42,1,14,77,99,111,28,78,111,100,136,115
76,blue-grey-silver-gold-0.jpg,Noise,61,1,17,118,147,162,28,69,162,148,138,111
77,blue-grey-silver-gold-0.jpg,Noise,60,1,18,115,144,159,28,71,159,145,138,111
78,blue-grey-silver-gold-0.jpg,Noise,58,2,16,113,139,155,26,69,155,141,138,112
79,blue-grey-silver-gold-0.jpg,Noise,56,1,16,107,134,148,28,71,148,135,137,112
80,blue-grey-silver-gold-0.jpg,Noise,47,2,15,87,110,125,26,78,125,112,137,114
81,blue-grey-silver-gold-1.jpg,Blue,21,11,-32,100,49,29,159,181,100,49,114,157
82,blue-grey-silver-gold-1.jpg,Blue,38,0,-12,108,90,79,154,68,108,89,121,139
83,blue-grey-silver-gold-1.jpg,Blue,15,16,-37,92,35,10,158,227,92,34,111,161
84,blue-grey-silver-gold-1.jpg,Blue,12,16,-36,85,30,3,157,246,85,28,110,160
85,blue-grey-silver-gold-1.jpg,Blue,12,14,-35,82,29,2,156,249,82,27,110,159
86,blue-grey-silver-gold-1.jpg,Blue,10,15,-33,76,26,3,157,245,76,25,112,157
87,blue-grey-silver-gold-1.jpg,Blue,14,8,-28,77,36,11,155,219,77,33,112,153
88,blue-grey-silver-gold-1.jpg,Blue,18,3,-23,79,46,20,152,190,79,42,112,149
89,blue-grey-silver-gold-1.jpg,Blue,27,-1,-13,86,67,52,152,101,86,65,119,140
90,blue-grey-silver-gold-1.jpg,Grey,30,-1,-3,77,73,68,147,30,77,72,125,131
91,blue-grey-silver-gold-1.jpg,Grey,20,1,-9,63,49,43,158,81,63,49,124,136
92,blue-grey-silver-gold-1.jpg,Grey,18,4,-11,60,43,40,164,85,60,44,125,137
93,blue-grey-silver-gold-1.jpg,Grey,15,2,-11,55,39,33,159,102,55,39,124,137
94,blue-grey-silver-gold-1.jpg,Grey,14,4,-11,52,35,32,164,98,52,36,125,137
95,blue-grey-silver-gold-1.jpg,Grey,14,1,-11,53,37,30,158,111,53,37,123,137
96,blue-grey-silver-gold-1.jpg,Grey,15,2,-11,55,39,33,159,102,55,39,124,137
97,blue-grey-silver-gold-1.jpg,Grey,20,2,-8,62,49,47,165,62,62,50,126,135
98,blue-grey-silver-gold-1.jpg,Grey,20,2,-3,55,49,50,178,28,55,50,128,131
99,blue-grey-silver-gold-1.jpg,Grey,16,2,-11,57,41,35,159,98,57,41,124,137
100,blue-grey-silver-gold-1.jpg,Silver,56,0,1,133,135,135,43,4,135,135,128,127
101,blue-grey-silver-gold-1.jpg,Silver,55,0,1,130,132,133,28,6,133,132,129,127
102,blue-grey-silver-gold-1.jpg,Silver,55,0,1,130,132,133,28,6,133,132,129,127
103,blue-grey-silver-gold-1.jpg,Silver,54,0,1,127,129,130,28,6,130,129,129,127
104,blue-grey-silver-gold-1.jpg,Silver,54,0,1,127,129,130,28,6,130,129,129,127
105,blue-grey-silver-gold-1.jpg,Silver,53,1,2,125,128,132,18,14,132,129,130,126
106,blue-grey-silver-gold-1.jpg,Silver,52,0,3,121,126,129,27,16,129,126,130,125
107,blue-grey-silver-gold-1.jpg,Silver,54,0,1,127,129,130,28,6,130,129,129,127
108,blue-grey-silver-gold-1.jpg,Silver,52,2,4,118,124,131,20,25,131,125,132,124
109,blue-grey-silver-gold-1.jpg,Gold,26,1,19,33,61,72,31,138,72,61,136,112
110,blue-grey-silver-gold-1.jpg,Gold,25,1,20,30,60,71,31,147,71,60,136,111
111,blue-grey-silver-gold-1.jpg,Gold,26,0,20,32,62,73,31,143,73,62,136,111
112,blue-grey-silver-gold-1.jpg,Gold,26,1,19,34,62,73,31,136,73,62,136,112
113,blue-grey-silver-gold-1.jpg,Gold,27,2,19,35,62,76,28,138,76,63,137,112
114,blue-grey-silver-gold-1.jpg,Gold,28,2,20,37,66,80,29,137,80,67,137,111
115,blue-grey-silver-gold-1.jpg,Gold,36,1,18,56,83,97,28,108,97,84,137,112
116,blue-grey-silver-gold-1.jpg,Gold,46,1,17,82,108,122,28,84,122,109,137,113
117,blue-grey-silver-gold-1.jpg,Gold,26,2,20,31,60,74,29,148,74,61,137,111
118,blue-grey-silver-gold-1.jpg,Noise,66,1,16,134,161,175,28,60,175,162,137,112
119,blue-grey-silver-gold-1.jpg,Noise,71,1,16,147,174,188,28,56,188,175,137,112
120,blue-grey-silver-gold-1.jpg,Noise,74,1,15,156,182,196,28,52,196,183,137,113
121,blue-grey-silver-gold-1.jpg,Noise,74,1,16,156,183,197,28,53,197,184,137,112
122,blue-grey-silver-gold-1.jpg,Noise,75,1,16,157,184,198,28,53,198,185,137,112
123,blue-grey-silver-gold-1.jpg,Noise,58,1,14,114,138,150,28,61,150,139,136,114
124,blue-grey-silver-gold-1.jpg,Noise,58,0,14,115,139,151,28,61,151,140,136,114
125,blue-grey-silver-gold-1.jpg,Noise,56,2,13,113,134,149,25,62,149,136,137,115
126,blue-grey-silver-gold-1.jpg,Noise,55,2,16,105,130,146,26,72,146,132,138,113
127,blue-grey-silver-gold-1.jpg,Noise,55,1,16,106,132,146,28,70,146,133,137,113
128,blue-grey-silver-gold-1.jpg,Noise,55,1,14,110,132,144,28,60,144,133,136,115
129,blue-grey-silver-gold-1.jpg,Noise,55,2,15,108,131,146,26,66,146,133,137,114
130,blue-grey-silver-gold-1.jpg,Noise,58,2,14,114,137,152,26,64,152,139,137,114
131,blue-grey-silver-gold-1.jpg,Noise,59,0,14,118,142,154,28,60,154,143,136,114
132,blue-grey-silver-gold-1.jpg,Noise,60,0,14,120,144,156,28,59,156,145,136,114
133,blue-grey-silver-gold-1.jpg,Noise,66,0,14,136,160,172,28,53,172,161,136,114
134,blue-grey-silver-gold-1.jpg,Noise,61,1,12,127,147,158,28,50,158,148,135,116
135,blue-grey-silver-gold-1.jpg,Noise,60,1,13,121,143,155,28,56,155,144,136,115
136,blue-grey-silver-gold-1.jpg,Noise,70,2,13,148,169,184,25,50,184,171,137,115
137,blue-grey-silver-gold-1.jpg,Noise,72,1,15,150,176,190,28,54,190,177,137,113
138,blue-grey-silver-gold-1.jpg,Noise,75,0,15,159,185,197,29,49,197,186,136,113
139,blue-grey-silver-gold-1.jpg,Noise,74,0,15,157,183,195,29,50,195,184,136,113
140,blue-grey-silver-gold-1.jpg,Noise,77,-1,16,163,191,202,31,49,202,191,136,112
141,blue-grey-silver-gold-1.jpg,Noise,77,-1,16,163,191,202,31,49,202,191,136,112
142,blue-grey-silver-gold-1.jpg,Noise,79,1,15,168,194,208,28,49,208,195,137,113
143,blue-grey-silver-gold-1.jpg,Noise,79,0,14,171,195,207,28,44,207,196,136,114
144,blue-grey-silver-gold-1.jpg,Noise,52,-3,12,106,127,129,39,45,129,125,131,117
145,blue-grey-silver-gold-1.jpg,Noise,60,-2,14,122,146,152,34,50,152,145,133,115
146,blue-grey-silver-gold-1.jpg,Noise,65,-1,13,137,160,168,32,47,168,160,134,115
147,blue-grey-silver-gold-1.jpg,Noise,72,0,14,154,178,190,28,48,190,179,136,114
148,blue-grey-silver-gold-1.jpg,Noise,76,0,14,165,189,201,28,46,201,190,136,114
149,blue-grey-silver-gold-1.jpg,Noise,76,2,14,162,185,200,26,48,200,187,137,114
150,blue-grey-silver-gold-2.jpg,Blue,21,5,-24,86,50,32,156,160,86,49,116,149
151,blue-grey-silver-gold-2.jpg,Blue,12,12,-31,77,30,8,157,229,77,29,113,155
152,blue-grey-silver-gold-2.jpg,Blue,11,13,-32,75,28,6,157,235,75,27,113,155
153,blue-grey-silver-gold-2.jpg,Blue,10,13,-32,74,27,5,157,238,74,26,113,155
154,blue-grey-silver-gold-2.jpg,Blue,10,16,-33,76,26,6,159,235,76,26,114,156
155,blue-grey-silver-gold-2.jpg,Blue,20,8,-29,92,47,26,157,183,92,46,114,154
156,blue-grey-silver-gold-2.jpg,Blue,10,13,-32,74,27,5,157,238,74,26,113,155
157,blue-grey-silver-gold-2.jpg,Blue,20,6,-28,91,49,26,156,182,91,47,113,153
158,blue-grey-silver-gold-2.jpg,Grey,29,2,-5,76,68,68,171,27,76,69,127,132
159,blue-grey-silver-gold-2.jpg,Grey,22,1,-6,62,53,50,160,49,62,53,126,133
160,blue-grey-silver-gold-2.jpg,Grey,20,2,-7,60,49,45,159,64,60,49,125,134
161,blue-grey-silver-gold-2.jpg,Grey,16,1,-8,53,41,37,160,77,53,41,125,135
162,blue-grey-silver-gold-2.jpg,Grey,14,3,-11,51,36,33,164,90,51,37,125,136
163,blue-grey-silver-gold-2.jpg,Grey,14,2,-9,48,36,32,160,85,48,36,125,135
164,blue-grey-silver-gold-2.jpg,Grey,14,1,-8,47,36,32,159,81,47,36,125,134
165,blue-grey-silver-gold-2.jpg,Grey,14,1,-8,48,37,33,159,80,48,37,125,134
166,blue-grey-silver-gold-2.jpg,Grey,14,2,-8,49,37,35,165,73,49,38,126,134
167,blue-grey-silver-gold-2.jpg,Grey,14,2,-8,49,37,35,165,73,49,38,126,134
168,blue-grey-silver-gold-2.jpg,Grey,18,1,-5,51,44,41,158,50,51,44,126,132
169,blue-grey-silver-gold-2.jpg,Grey,23,0,0,56,56,56,0,0,56,56,128,128
170,blue-grey-silver-gold-2.jpg,Grey,26,0,4,57,62,65,27,31,65,62,130,125
171,blue-grey-silver-gold-2.jpg,Grey,35,-2,9,69,84,87,36,53,87,83,131,120
172,blue-grey-silver-gold-2.jpg,Grey,38,1,2,86,89,93,18,19,93,90,130,126
173,blue-grey-silver-gold-2.jpg,Silver,50,0,-1,123,121,121,171,4,123,121,128,129
174,blue-grey-silver-gold-2.jpg,Silver,54,0,-3,134,129,126,155,15,134,129,126,131
175,blue-grey-silver-gold-2.jpg,Silver,54,1,-5,140,131,128,160,22,140,131,126,133
176,blue-grey-silver-gold-2.jpg,Silver,54,-1,-6,142,132,125,153,31,142,131,124,134
177,blue-grey-silver-gold-2.jpg,Silver,55,0,-7,145,133,127,156,32,145,133,124,135
178,blue-grey-silver-gold-2.jpg,Silver,56,0,-7,147,135,129,156,31,147,135,124,135
179,blue-grey-silver-gold-2.jpg,Silver,56,0,-7,147,135,129,156,31,147,135,124,135
180,blue-grey-silver-gold-2.jpg,Silver,56,0,-7,148,136,130,156,31,148,136,124,135
181,blue-grey-silver-gold-2.jpg,Silver,58,0,-6,152,142,135,153,29,152,141,124,134
182,blue-grey-silver-gold-2.jpg,Silver,57,0,-5,147,138,134,158,23,147,138,125,133
183,blue-grey-silver-gold-2.jpg,Silver,57,0,-4,144,137,134,158,18,144,137,126,132
184,blue-grey-silver-gold-2.jpg,Gold,41,0,16,73,98,108,30,83,108,98,135,114
185,blue-grey-silver-gold-2.jpg,Gold,42,0,16,74,99,109,30,82,109,99,135,114
186,blue-grey-silver-gold-2.jpg,Gold,39,-1,16,67,93,100,34,84,100,92,134,114
187,blue-grey-silver-gold-2.jpg,Gold,42,0,16,74,99,109,30,82,109,99,135,114
188,blue-grey-silver-gold-2.jpg,Gold,43,-2,17,74,102,109,34,82,109,101,134,113
189,blue-grey-silver-gold-2.jpg,Gold,44,-2,17,77,105,112,34,80,112,104,134,113
190,blue-grey-silver-gold-2.jpg,Gold,45,0,15,81,106,116,30,77,116,106,135,114
191,blue-grey-silver-gold-2.jpg,Gold,46,0,15,84,109,119,30,75,119,109,135,114
192,blue-grey-silver-gold-2.jpg,Gold,47,-1,16,85,112,122,31,77,122,112,135,113
193,blue-grey-silver-gold-2.jpg,Gold,48,-1,16,87,114,124,31,76,124,114,135,113
194,blue-grey-silver-gold-2.jpg,Gold,51,-1,16,95,122,132,31,71,132,122,135,113
195,blue-grey-silver-gold-3.jpg,Blue,15,14,-31,84,35,25,163,179,84,38,119,154
196,blue-grey-silver-gold-3.jpg,Blue,16,18,-36,93,34,24,164,189,93,38,118,159
197,blue-grey-silver-gold-3.jpg,Blue,12,21,-39,87,24,10,163,226,87,27,116,162
198,blue-grey-silver-gold-3.jpg,Blue,9,23,-41,81,16,2,163,249,81,19,116,163
199,blue-grey-silver-gold-3.jpg,Blue,7,26,-42,81,13,0,164,255,81,17,116,164
200,blue-grey-silver-gold-3.jpg,Blue,7,24,-41,79,14,0,163,255,79,17,116,163
201,blue-grey-silver-gold-3.jpg,Blue,7,25,-41,78,12,1,165,252,78,16,117,163
202,blue-grey-silver-gold-3.jpg,Blue,7,22,-39,76,12,1,164,252,76,16,117,162
203,blue-grey-silver-gold-3.jpg,Blue,7,22,-39,76,12,1,164,252,76,16,117,162
204,blue-grey-silver-gold-3.jpg,Blue,7,22,-39,76,12,1,164,252,76,16,117,162
205,blue-grey-silver-gold-3.jpg,Blue,7,22,-39,76,12,1,164,252,76,16,117,162
206,blue-grey-silver-gold-3.jpg,Blue,8,20,-38,76,17,1,162,252,76,19,115,160
207,blue-grey-silver-gold-3.jpg,Blue,12,16,-35,82,28,11,160,221,82,29,115,158
208,blue-grey-silver-gold-3.jpg,Blue,15,9,-27,78,37,22,159,183,78,37,117,151
209,blue-grey-silver-gold-3.jpg,Blue,23,2,-18,83,56,42,156,126,83,55,119,144
210,blue-grey-silver-gold-3.jpg,Grey,31,1,0,75,74,76,235,7,76,75,129,128
211,blue-grey-silver-gold-3.jpg,Grey,23,2,-5,64,56,57,176,32,64,57,128,132
212,blue-grey-silver-gold-3.jpg,Grey,20,3,-7,58,47,49,178,48,58,49,128,133
213,blue-grey-silver-gold-3.jpg,Grey,17,3,-8,54,42,42,171,57,54,43,127,134
214,blue-grey-silver-gold-3.jpg,Grey,16,3,-8,53,41,41,171,58,53,42,127,134
215,blue-grey-silver-gold-3.jpg,Grey,17,1,-6,52,43,40,160,59,52,43,126,133
216,blue-grey-silver-gold-3.jpg,Grey,18,2,-7,53,44,41,160,58,53,44,126,133
217,blue-grey-silver-gold-3.jpg,Grey,17,3,-8,54,42,42,171,57,54,43,127,134
218,blue-grey-silver-gold-3.jpg,Grey,18,3,-8,56,44,42,165,64,56,45,126,134
219,blue-grey-silver-gold-3.jpg,Grey,20,1,-6,58,49,46,160,53,58,49,126,133
220,blue-grey-silver-gold-3.jpg,Grey,20,0,-5,57,50,47,158,45,57,50,126,132
221,blue-grey-silver-gold-3.jpg,Grey,22,2,-6,63,53,53,171,40,63,54,127,133
222,blue-grey-silver-gold-3.jpg,Grey,23,1,-5,64,57,54,158,40,64,57,126,132
223,blue-grey-silver-gold-3.jpg,Grey,23,2,-3,61,56,57,179,21,61,57,128,130
224,blue-grey-silver-gold-3.jpg,Silver,50,0,0,121,121,121,0,0,121,121,128,128
225,blue-grey-silver-gold-3.jpg,Silver,50,1,-3,124,119,120,179,10,124,120,128,130
226,blue-grey-silver-gold-3.jpg,Silver,50,1,-3,124,119,118,164,12,124,119,127,131
227,blue-grey-silver-gold-3.jpg,Silver,49,2,-3,124,118,119,178,12,124,119,128,131
228,blue-grey-silver-gold-3.jpg,Silver,49,1,-3,122,117,118,179,10,122,118,128,130
229,blue-grey-silver-gold-3.jpg,Silver,50,1,-1,121,119,119,171,4,121,119,128,129
230,blue-grey-silver-gold-3.jpg,Silver,49,0,1,116,118,119,28,6,119,118,129,127
231,blue-grey-silver-gold-3.jpg,Gold,40,0,20,61,93,106,30,108,106,93,137,110
232,blue-grey-silver-gold-3.jpg,Gold,40,0,20,61,93,106,30,108,106,93,137,110
233,blue-grey-silver-gold-3.jpg,Gold,40,0,20,62,94,107,30,107,107,94,137,110
234,blue-grey-silver-gold-3.jpg,Gold,40,1,20,63,94,109,29,108,109,95,138,110
235,blue-grey-silver-gold-3.jpg,Gold,40,2,19,65,94,109,28,103,109,95,138,111
236,blue-grey-silver-gold-3.jpg,Gold,41,1,19,67,96,110,29,100,110,97,137,111
237,blue-grey-silver-gold-3.jpg,Gold,43,1,19,73,102,117,28,96,117,103,138,111
238,blue-grey-silver-gold-3.jpg,Gold,45,1,19,78,107,122,28,92,122,108,138,111
239,blue-grey-silver-gold-4.jpg,Blue,20,3,-18,74,48,34,156,138,74,47,119,143
240,blue-grey-silver-gold-4.jpg,Blue,14,5,-21,68,37,22,157,173,68,36,118,146
241,blue-grey-silver-gold-4.jpg,Blue,11,8,-25,65,28,14,159,200,65,28,118,149
242,blue-grey-silver-gold-4.jpg,Blue,10,9,-25,62,26,10,158,214,62,25,117,149
243,blue-grey-silver-gold-4.jpg,Blue,9,8,-25,60,24,6,156,230,60,23,116,149
244,blue-grey-silver-gold-4.jpg,Blue,10,9,-26,64,26,8,157,223,64,25,116,150
245,blue-grey-silver-gold-4.jpg,Blue,10,10,-26,64,27,13,159,203,64,27,118,149
246,blue-grey-silver-gold-4.jpg,Blue,14,5,-19,64,37,23,156,163,64,36,119,144
247,blue-grey-silver-gold-4.jpg,Blue,24,1,-11,75,59,52,158,78,75,59,123,137
248,blue-grey-silver-gold-4.jpg,Blue,33,-1,-6,88,79,70,149,52,88,77,123,134
249,blue-grey-silver-gold-4.jpg,Grey,21,2,3,47,50,55,16,37,55,51,131,126
250,blue-grey-silver-gold-4.jpg,Grey,15,4,-7,49,38,40,178,57,49,40,128,133
251,blue-grey-silver-gold-4.jpg,Grey,13,0,-4,40,35,32,155,51,40,35,126,131
252,blue-grey-silver-gold-4.jpg,Grey,12,1,-5,39,31,31,171,52,39,32,127,132
253,blue-grey-silver-gold-4.jpg,Grey,11,1,-5,38,31,28,158,67,38,31,126,132
254,blue-grey-silver-gold-4.jpg,Grey,11,1,-5,38,31,28,158,67,38,31,126,132
255,blue-grey-silver-gold-4.jpg,Grey,10,1,-7,39,30,27,160,78,39,30,126,133
256,blue-grey-silver-gold-4.jpg,Grey,13,1,-3,39,34,33,164,39,39,34,127,131
257,blue-grey-silver-gold-4.jpg,Grey,16,1,2,39,40,44,9,29,44,41,130,127
258,blue-grey-silver-gold-4.jpg,Grey,24,3,6,49,56,65,19,63,65,58,133,123
259,blue-grey-silver-gold-4.jpg,Silver,48,-1,7,103,114,118,31,32,118,114,131,122
260,blue-grey-silver-gold-4.jpg,Silver,48,-1,5,106,115,118,32,26,118,115,130,123
261,blue-grey-silver-gold-4.jpg,Silver,48,-1,4,108,116,116,43,18,116,115,129,124
262,blue-grey-silver-gold-4.jpg,Silver,48,-2,3,110,116,115,50,13,116,115,128,125
263,blue-grey-silver-gold-4.jpg,Silver,49,-2,4,111,118,115,61,15,118,116,127,125
264,blue-grey-silver-gold-4.jpg,Silver,49,-2,4,111,118,115,61,15,118,116,127,125
265,blue-grey-silver-gold-4.jpg,Silver,49,-2,3,112,118,117,50,13,118,117,128,125
266,blue-grey-silver-gold-4.jpg,Silver,48,0,4,108,115,118,30,22,118,115,130,124
267,blue-grey-silver-gold-4.jpg,Silver,48,-1,5,105,114,117,32,26,117,114,130,123
268,blue-grey-silver-gold-4.jpg,Silver,47,1,7,103,113,120,25,36,120,114,132,122
269,blue-grey-silver-gold-4.jpg,Gold,30,1,16,47,71,83,28,111,83,72,136,114
270,blue-grey-silver-gold-4.jpg,Gold,27,3,17,40,63,78,26,124,78,65,137,114
271,blue-grey-silver-gold-4.jpg,Gold,22,4,17,29,52,68,25,146,68,54,138,114
272,blue-grey-silver-gold-4.jpg,Gold,20,3,20,21,47,63,26,170,63,49,138,112
273,blue-grey-silver-gold-4.jpg,Gold,19,4,19,19,44,60,26,174,60,46,138,113
274,blue-grey-silver-gold-4.jpg,Gold,17,6,18,16,40,58,24,185,58,43,139,113
275,blue-grey-silver-gold-4.jpg,Gold,18,4,19,15,41,57,26,188,57,43,138,112
276,blue-grey-silver-gold-4.jpg,Gold,19,3,19,18,44,60,26,179,60,46,138,112
277,blue-grey-silver-gold-4.jpg,Gold,21,3,17,27,50,65,26,149,65,52,137,114
278,blue-grey-silver-gold-4.jpg,Gold,26,2,19,34,61,75,28,139,75,62,137,112
279,blue-grey-silver-gold-4.jpg,Gold,30,3,18,45,70,86,26,122,86,72,138,113
280,blue-grey-silver-gold-5.jpg,Blue,40,-5,-33,149,101,23,144,216,149,83,85,165
281,blue-grey-silver-gold-5.jpg,Blue,51,-10,-17,151,129,81,141,118,151,117,102,147
282,blue-grey-silver-gold-5.jpg,Blue,32,3,-38,135,77,1,146,253,135,61,85,170
283,blue-grey-silver-gold-5.jpg,Blue,31,3,-38,133,75,0,147,255,133,59,86,170
284,blue-grey-silver-gold-5.jpg,Blue,30,2,-36,130,75,0,146,255,130,59,86,168
285,blue-grey-silver-gold-5.jpg,Blue,30,2,-35,127,74,1,146,253,127,58,87,167
