id,name,label,L,a,b,B,G,R,H,S,V,Y,Cr,Cb
28,blue-grey-silver-gold-2.jpg,Silver,70,1,-9,190,174,167,158,31,190,174,123,137
29,blue-grey-silver-gold-2.jpg,Gold,67,-2,20,128,163,173,33,66,173,162,136,109
30,blue-grey-silver-gold-2.jpg,Gold,70,-3,21,135,174,183,35,67,183,172,136,107
31,blue-grey-silver-gold-2.jpg,Gold,69,-5,24,127,171,178,37,73,178,168,135,105
32,blue-grey-silver-gold-2.jpg,Gold,70,-5,24,130,174,181,37,72,181,171,135,105
33,blue-grey-silver-gold-3.jpg,Blue,18,38,-61,137,27,3,163,249,137,32,107,187
34,blue-grey-silver-gold-3.jpg,Blue,16,39,-61,131,22,0,163,255,131,28,108,186
35,blue-grey-silver-gold-3.jpg,Blue,20,27,-52,127,39,9,160,237,127,40,106,177
36,blue-grey-silver-gold-3.jpg,Grey,37,2,-9,102,87,84,164,45,102,88,125,136
37,blue-grey-silver-gold-3.jpg,Grey,37,2,-9,102,87,84,164,45,102,88,125,136
38,blue-grey-silver-gold-3.jpg,Silver,80,-3,-15,227,203,179,149,54,227,199,114,144
39,blue-grey-silver-gold-3.jpg,Silver,80,-1,-14,225,201,183,152,48,225,198,117,143
40,blue-grey-silver-gold-3.jpg,Gold,69,-4,28,119,170,180,36,86,180,167,137,101
41,blue-grey-silver-gold-3.jpg,Gold,72,-6,27,128,180,187,38,80,187,176,136,101
42,blue-grey-silver-gold-3.jpg,Gold,70,-2,25,128,173,186,33,80,186,172,138,103
43,blue-grey-silver-gold-3.jpg,Gold,74,-3,24,138,183,194,34,74,194,181,137,104
44,blue-grey-silver-gold-3.jpg,Gold,72,-5,24,134,180,187,37,72,187,177,135,104
45,blue-grey-silver-gold-4.jpg,Blue,16,20,-43,104,34,5,158,243,104,33,108,168
46,blue-grey-silver-gold-4.jpg,Blue,17,22,-45,109,36,6,158,241,109,35,107,170
47,blue-grey-silver-gold-4.jpg,Grey,33,0,-8,92,79,71,154,58,92,78,123,136
48,blue-grey-silver-gold-4.jpg,Grey,33,0,-2,83,79,78,162,15,83,79,127,130
49,blue-grey-silver-gold-4.jpg,Silver,65,-7,-1,160,162,142,124,31,162,156,118,130
50,blue-grey-silver-gold-4.jpg,Silver,63,-4,-5,163,156,141,142,34,163,152,120,134
51,blue-grey-silver-gold-4.jpg,Gold,47,-1,24,73,112,126,31,107,126,112,138,106
52,blue-grey-silver-gold-4.jpg,Gold,42,3,24,61,98,118,28,123,118,100,141,106
53,blue-grey-silver-gold-4.jpg,Gold,38,4,25,51,88,110,27,137,110,90,142,106
54,blue-grey-silver-gold-5.jpg,Blue,51,3,-50,207,125,30,148,218,207,106,74,185
55,blue-grey-silver-gold-5.jpg,Blue,50,-3,-40,186,124,40,146,200,186,106,81,173
56,blue-grey-silver-gold-5.jpg,Grey,60,-1,-4,151,145,138,148,22,151,144,124,132
57,blue-grey-silver-gold-5.jpg,Grey,60,-1,-6,157,148,139,149,29,157,146,123,134
58,blue-grey-silver-gold-5.jpg,Silver,86,-8,-5,224,220,195,134,33,224,213,115,134
59,blue-grey-silver-gold-5.jpg,Gold,80,-3,44,114,197,219,34,122,219,194,146,83
60,blue-grey-silver-gold-5.jpg,Gold,79,-2,43,115,195,218,33,120,218,193,146,84
61,blue-grey-silver-gold-5.jpg,Gold,78,-1,38,123,193,216,32,110,216,192,145,89
62,blue-grey-silver-gold-5.jpg,Silver,85,-7,9,195,216,207,61,25,216,211,125,119
63,blue-grey-silver-gold-5.jpg,Silver,83,-10,6,198,215,194,93,25,215,207,119,123
64,blue-grey-silver-gold-6.jpg,Blue,53,4,-49,213,131,54,150,190,213,117,83,182
65,blue-grey-silver-gold-6.jpg,Blue,45,17,-63,215,106,0,150,255,215,87,66,200
66,blue-grey-silver-gold-6.jpg,Blue,54,2,-48,215,135,50,149,196,215,119,79,182
67,blue-grey-silver-gold-6.jpg,Grey,63,-2,-13,176,156,138,150,55,176,153,117,141
68,blue-grey-silver-gold-6.jpg,Grey,64,-2,-12,178,158,141,151,53,178,155,118,141
69,blue-grey-silver-gold-6.jpg,Silver,92,-7,-8,248,237,210,140,39,248,230,114,138
70,blue-grey-silver-gold-6.jpg,Silver,92,-6,-10,252,238,210,142,43,252,231,113,140
71,blue-grey-silver-gold-6.jpg,Gold,90,-7,25,178,229,231,41,59,231,224,133,102
72,blue-grey-silver-gold-6.jpg,Gold,86,-5,24,171,217,224,37,60,224,214,135,104
73,blue-grey-silver-gold-6.jpg,Gold,92,-7,21,191,235,234,44,48,235,230,131,106
74,blue-grey-silver-gold-7.jpg,Blue,25,21,-51,140,55,10,156,237,140,51,99,178
75,blue-grey-silver-gold-7.jpg,Blue,42,7,-37,160,99,65,155,151,160,96,106,164
76,blue-grey-silver-gold-7.jpg,Blue,27,14,-43,132,62,25,156,207,132,59,104,169
77,blue-grey-silver-gold-7.jpg,Grey,41,6,-5,107,96,106,209,26,107,100,132,132
78,blue-grey-silver-gold-7.jpg,Silver,92,1,-1,235,232,234,199,3,235,233,129,129
79,blue-grey-silver-gold-7.jpg,Silver,92,-1,-9,250,234,222,152,29,250,232,121,138
80,blue-grey-silver-gold-7.jpg,Silver,92,-2,-6,244,235,225,148,20,244,233,122,134
81,blue-grey-silver-gold-7.jpg,Gold,85,4,31,157,210,243,26,90,243,214,149,96
82,blue-grey-silver-gold-7.jpg,Gold,86,4,29,161,212,245,26,87,245,216,149,97
83,blue-grey-silver-gold-7.jpg,Grey,44,9,-1,107,101,120,243,40,120,107,137,128
84,blue-grey-silver-gold-7.jpg,Grey,58,5,14,115,136,157,21,68,157,140,140,114
85,blue-grey-silver-gold-8.jpg,Blue,21,21,-49,126,46,0,155,255,126,41,99,176
86,blue-grey-silver-gold-8.jpg,Blue,21,21,-49,126,46,0,155,255,126,41,99,176
87,blue-grey-silver-gold-8.jpg,Grey,39,5,-10,109,91,92,173,42,109,93,127,137
88,blue-grey-silver-gold-8.jpg,Silver,85,2,4,207,212,221,15,16,221,214,133,124
89,blue-grey-silver-gold-8.jpg,Silver,87,3,-1,222,218,224,228,7,224,220,131,129
90,blue-grey-silver-gold-8.jpg,Gold,88,4,39,147,217,254,28,107,254,220,152,87
91,blue-grey-silver-gold-8.jpg,Gold,88,3,37,151,218,251,29,102,251,220,150,89
92,blue-grey-silver-gold-9.jpg,Blue,25,6,-32,107,59,25,153,195,107,54,107,158
93,blue-grey-silver-gold-9.jpg,Blue,22,15,-43,119,50,1,153,253,119,43,98,171
94,blue-grey-silver-gold-9.jpg,Grey,36,4,-7,97,84,86,177,34,97,86,128,134
95,blue-grey-silver-gold-9.jpg,Silver,93,0,-1,239,237,237,171,2,239,237,128,129
96,blue-grey-silver-gold-9.jpg,Silver,92,1,-8,248,232,226,159,23,248,232,124,137
97,blue-grey-silver-gold-9.jpg,Silver,93,-1,-10,255,238,225,152,30,255,236,120,139
98,blue-grey-silver-gold-9.jpg,Silver,91,-1,-7,243,231,221,151,23,243,229,122,136
99,blue-grey-silver-gold-9.jpg,Gold,91,2,29,174,227,254,28,80,254,229,146,97
100,blue-grey-silver-gold-9.jpg,Gold,91,2,29,175,228,255,28,80,255,230,146,97
101,blue-grey-silver-gold-9.jpg,Gold,85,1,37,143,209,238,30,102,238,210,148,90
102,blue-grey-silver-gold-9.jpg,Gold,78,2,36,125,189,220,29,110,220,191,149,91
103,brown-black-black-brown-brown-0.jpg,Brown,15,29,19,13,15,79,1,213,79,34,160,116
104,brown-black-black-brown-brown-0.jpg,Brown,16,27,19,14,20,79,4,210,79,37,158,115
105,brown-black-black-brown-brown-0.jpg,Brown,18,27,15,25,26,84,1,179,84,43,157,118
106,brown-black-black-brown-brown-0.jpg,Black,3,17,-32,56,3,0,168,255,56,8,122,155
107,brown-black-black-brown-brown-0.jpg,Black,6,20,-33,64,12,6,166,231,64,16,121,155
108,brown-black-black-brown-brown-0.jpg,Black,8,13,-28,62,20,13,165,202,62,23,121,150
109,brown-black-black-brown-brown-0.jpg,Black,6,19,-35,68,13,4,165,240,68,17,119,157
110,brown-black-black-brown-brown-0.jpg,Black,3,21,-33,58,1,10,177,251,58,10,128,155
111,brown-black-black-brown-brown-0.jpg,Black,9,14,-30,66,21,8,161,224,66,22,118,153
112,brown-black-black-brown-brown-0.jpg,Brown,15,30,10,27,16,78,248,203,78,36,158,123
113,brown-black-black-brown-brown-0.jpg,Brown,15,28,14,21,16,77,253,202,77,35,158,120
114,brown-black-black-brown-brown-0.jpg,Brown,19,25,6,39,30,81,248,161,81,46,153,124
115,brown-black-black-brown-brown-0.jpg,Brown,17,26,9,31,25,78,251,173,78,42,154,122
116,brown-black-black-brown-brown-1.jpg,Brown,14,25,16,14,18,69,3,203,69,33,154,117
117,brown-black-black-brown-brown-1.jpg,Brown,11,28,16,6,7,68,1,233,68,25,159,117
118,brown-black-black-brown-brown-1.jpg,Brown,12,27,15,9,10,68,1,221,68,27,157,118
119,brown-black-black-brown-brown-1.jpg,Black,12,5,-12,49,31,32,173,94,49,33,127,137
120,brown-black-black-brown-brown-1.jpg,Black,10,9,-18,53,25,25,171,135,53,28,126,142
121,brown-black-black-brown-brown-1.jpg,Black,6,16,-31,61,14,6,164,230,61,17,120,153
122,brown-black-black-brown-brown-1.jpg,Black,3,19,-31,55,1,8,176,250,55,9,127,154
123,brown-black-black-brown-brown-1.jpg,Brown,16,26,8,30,22,75,250,180,75,39,154,123
124,brown-black-black-brown-brown-1.jpg,Brown,15,28,13,22,15,76,251,205,76,34,158,121
125,brown-black-black-brown-brown-1.jpg,Brown,19,24,9,35,30,81,252,161,81,46,153,122
126,brown-black-black-brown-brown-1.jpg,Black,6,13,-27,56,14,9,166,214,56,17,122,150
127,brown-black-black-brown-brown-1.jpg,Black,4,19,-32,58,6,6,171,229,58,12,124,154
128,brown-black-black-brown-brown-1.jpg,Black,8,16,-32,67,20,6,161,232,67,21,117,154
129,brown-black-black-brown-brown-2.jpg,Brown,16,31,19,15,16,84,1,209,84,36,162,116
130,brown-black-black-brown-brown-2.jpg,Brown,18,28,22,11,21,85,6,222,85,39,161,112
131,brown-black-black-brown-brown-2.jpg,Brown,23,27,16,34,37,98,2,167,98,55,159,116
132,brown-black-black-brown-brown-2.jpg,Brown,28,22,10,54,53,103,255,124,103,68,153,120
133,brown-black-black-brown-brown-2.jpg,Black,5,13,-26,54,13,11,169,203,54,17,124,149
134,brown-black-black-brown-brown-2.jpg,Black,6,16,-30,61,15,7,164,226,61,18,120,152
135,brown-black-black-brown-brown-2.jpg,Black,7,19,-34,68,15,5,164,236,68,18,119,156
136,brown-black-black-brown-brown-2.jpg,Black,8,16,-32,67,20,6,161,232,67,21,117,154
137,brown-black-black-brown-brown-2.jpg,Brown,18,28,10,33,27,84,252,173,84,45,156,121
138,brown-black-black-brown-brown-2.jpg,Brown,21,27,9,40,33,90,251,161,90,51,156,122
139,brown-black-black-brown-brown-2.jpg,Brown,22,24,5,48,39,89,248,143,89,55,152,124
140,brown-black-black-brown-brown-2.jpg,Brown,25,21,7,51,48,94,253,125,94,62,151,122
141,brown-black-black-brown-brown-3.jpg,Brown,24,29,7,49,38,100,248,158,100,58,158,123
142,brown-black-black-brown-brown-3.jpg,Brown,23,30,14,37,35,101,255,167,101,55,161,118
143,brown-black-black-brown-brown-3.jpg,Brown,23,27,14,36,36,96,0,159,96,54,158,118
144,brown-black-black-brown-brown-3.jpg,Brown,28,23,8,55,52,102,253,125,102,67,153,121
145,brown-black-black-brown-brown-3.jpg,Black,10,18,-35,77,23,6,160,235,77,24,115,158
146,brown-black-black-brown-brown-3.jpg,Black,11,8,-24,63,28,15,159,194,63,28,119,148
147,brown-black-black-brown-brown-3.jpg,Black,9,23,-29,64,13,33,187,203,64,25,134,150
148,brown-black-black-brown-brown-3.jpg,Black,9,23,-29,64,13,33,187,203,64,25,134,150
149,brown-black-black-brown-brown-3.jpg,Brown,25,26,4,55,42,96,246,143,96,60,154,125
150,brown-black-black-brown-brown-3.jpg,Brown,24,27,5,52,41,97,248,147,97,59,155,124
151,brown-black-black-brown-brown-3.jpg,Brown,24,24,9,47,43,95,253,140,95,59,154,121
152,brown-black-black-brown-brown-3.jpg,Brown,26,24,14,43,46,101,2,146,101,62,156,117
153,brown-black-black-brown-brown-4.jpg,Brown,16,28,19,15,21,80,4,207,80,38,158,115
154,brown-black-black-brown-brown-4.jpg,Brown,16,25,20,12,24,78,8,216,78,39,156,113
155,brown-black-black-brown-brown-4.jpg,Brown,22,22,13,36,40,89,3,152,89,54,153,118
156,brown-black-black-brown-brown-4.jpg,Brown,28,17,10,51,56,95,5,118,95,67,148,119
157,brown-black-black-brown-brown-4.jpg,Black,7,18,-33,68,16,9,166,221,68,20,120,155
158,brown-black-black-brown-brown-4.jpg,Black,7,16,-25,55,15,20,176,185,55,21,127,147
159,brown-black-black-brown-brown-4.jpg,Black,7,14,-25,56,19,15,167,187,56,22,123,147
160,brown-black-black-brown-brown-4.jpg,Black,7,18,-32,65,17,13,167,204,65,21,122,153
161,brown-black-black-brown-brown-4.jpg,Black,5,18,-29,58,11,14,173,207,58,17,126,151
162,brown-black-black-brown-brown-4.jpg,Black,7,17,-29,61,14,16,172,196,61,20,125,151
163,brown-black-black-brown-brown-4.jpg,Brown,22,26,-8,67,39,85,230,138,85,56,149,134
164,brown-black-black-brown-brown-4.jpg,Brown,23,26,5,49,39,92,248,147,92,56,154,124
165,brown-black-black-brown-brown-4.jpg,Brown,21,27,17,27,31,90,3,178,90,48,158,116
166,brown-black-black-brown-brown-4.jpg,Brown,22,27,14,34,35,95,1,164,95,53,158,117
167,brown-black-black-brown-brown-5.jpg,Brown,72,8,11,157,171,199,14,54,199,178,143,116
168,brown-black-black-brown-brown-5.jpg,Brown,47,14,20,80,104,146,16,115,146,114,151,109
169,brown-black-black-brown-brown-5.jpg,Brown,30,26,21,42,55,117,7,163,117,72,160,111
170,brown-black-black-brown-brown-5.jpg,Black,25,-3,-14,82,63,42,148,124,82,59,116,141
171,brown-black-black-brown-brown-5.jpg,Black,23,-3,-22,90,60,19,146,201,90,51,105,150
172,brown-black-black-brown-brown-5.jpg,Brown,43,20,9,89,91,139,2,92,139,105,152,119
173,brown-black-black-brown-brown-5.jpg,Brown,63,7,4,146,149,170,5,36,170,155,139,123
174,brown-black-black-brown-brown-5.jpg,Black,33,0,-16,105,81,63,152,102,105,78,117,143
175,brown-black-black-brown-brown-6.jpg,Brown,45,22,13,85,92,147,5,108,147,108,156,115
176,brown-black-black-brown-brown-6.jpg,Brown,36,13,-1,88,79,106,242,65,106,88,141,128
177,brown-black-black-brown-brown-6.jpg,Brown,40,20,17,68,82,134,9,126,134,96,155,112
178,brown-black-black-brown-brown-6.jpg,Black,18,-3,-16,68,47,20,147,180,68,41,113,143
179,brown-black-black-brown-brown-6.jpg,Black,20,-3,-11,65,51,33,147,126,65,47,118,138
180,brown-black-black-brown-brown-6.jpg,Black,20,4,-20,78,49,35,157,141,78,48,119,145
181,brown-black-black-brown-brown-6.jpg,Black,19,7,-22,78,45,36,162,137,78,46,121,146
182,brown-black-black-brown-brown-6.jpg,Brown,30,27,8,61,53,114,250,136,114,72,158,122
183,brown-black-black-brown-brown-6.jpg,Brown,31,27,11,59,56,118,254,134,118,75,159,119
184,brown-black-black-brown-brown-6.jpg,Brown,39,14,2,90,84,115,248,69,115,94,143,126
185,brown-black-black-brown-brown-6.jpg,Brown,38,19,9,75,78,123,3,100,123,91,151,119
186,brown-black-black-brown-brown-7.jpg,Brown,50,15,14,97,111,153,11,93,153,122,150,114
187,brown-black-black-brown-brown-7.jpg,Brown,41,19,20,67,86,137,12,130,137,99,155,110
188,brown-black-black-brown-brown-7.jpg,Brown,33,23,20,48,63,119,9,152,119,78,157,111
189,brown-black-black-brown-brown-7.jpg,Brown,31,18,15,51,62,106,9,132,106,74,151,115
190,brown-black-black-brown-brown-7.jpg,Black,25,2,-29,103,61,16,149,215,103,52,102,157
191,brown-black-black-brown-brown-7.jpg,Black,34,-3,-17,107,83,55,148,124,107,77,112,145
192,brown-black-black-brown-brown-7.jpg,Black,26,-2,-15,85,64,42,149,129,85,60,115,142
193,brown-black-black-brown-brown-7.jpg,Black,24,-6,-19,86,62,20,144,196,86,52,105,147
194,brown-black-black-brown-brown-7.jpg,Brown,35,16,12,65,73,113,7,108,113,84,149,117
195,brown-black-black-brown-brown-7.jpg,Brown,32,24,20,45,59,118,8,158,118,75,159,111
196,brown-black-black-brown-brown-7.jpg,Brown,30,27,18,46,53,116,4,154,116,71,160,114
197,brown-black-black-brown-brown-7.jpg,Brown,35,15,-6,93,76,103,229,67,103,86,140,132
198,brown-black-black-brown-brown-7.jpg,Brown,50,13,8,107,111,146,4,68,146,121,146,120
199,brown-black-black-brown-brown-7.jpg,Brown,52,8,5,119,122,143,5,43,143,128,139,123
200,brown-black-black-brown-brown-8.jpg,Brown,42,37,25,61,72,164,5,160,164,98,175,107
201,brown-black-black-brown-brown-8.jpg,Brown,40,41,38,35,62,166,9,201,166,90,182,97
202,brown-black-black-brown-brown-8.jpg,Brown,40,43,40,31,59,167,9,208,167,88,184,96
203,brown-black-black-brown-brown-8.jpg,Brown,43,33,27,60,78,161,8,160,161,101,171,105
204,brown-black-black-brown-brown-8.jpg,Brown,65,11,8,146,153,186,7,55,186,162,145,119
205,brown-black-black-brown-brown-8.jpg,Black,18,11,-24,79,41,36,166,139,79,44,122,148
206,brown-black-black-brown-brown-8.jpg,Black,15,13,-23,71,34,38,175,133,71,39,127,146
207,brown-black-black-brown-brown-8.jpg,Black,12,18,-29,72,24,30,176,170,72,31,127,151
208,brown-black-black-brown-brown-8.jpg,Black,14,16,-30,79,31,29,169,161,79,36,123,152
209,brown-black-black-brown-brown-8.jpg,Brown,41,37,25,59,70,160,5,161,160,96,174,107
210,brown-black-black-brown-brown-8.jpg,Brown,43,39,28,59,72,170,5,167,170,100,178,105
211,brown-black-black-brown-brown-8.jpg,Brown,42,39,35,45,70,168,9,187,168,96,179,99
212,brown-black-black-brown-brown-8.jpg,Brown,41,38,34,42,67,163,9,189,163,93,178,99
213,brown-black-black-brown-brown-9.jpg,Brown,49,37,28,70,88,183,7,157,183,114,177,103
214,brown-black-black-brown-brown-9.jpg,Brown,52,38,30,75,96,195,7,157,195,123,179,101
215,brown-black-black-brown-brown-9.jpg,Brown,49,35,28,73,92,183,7,153,183,117,175,103
216,brown-black-black-brown-brown-9.jpg,Black,25,9,-28,104,59,48,162,137,104,61,119,152
217,brown-black-black-brown-brown-9.jpg,Black,21,10,-29,95,50,37,161,156,95,51,118,153
218,brown-black-black-brown-brown-9.jpg,Black,31,12,-45,146,73,23,153,215,146,66,97,173
219,brown-black-black-brown-brown-9.jpg,Black,28,13,-34,120,63,48,162,153,120,65,116,159
220,brown-black-black-brown-brown-9.jpg,Black,32,9,-32,128,75,55,159,145,128,75,114,158
221,brown-black-black-brown-brown-9.jpg,Black,34,13,-48,157,78,21,153,221,157,70,93,177
222,brown-black-black-brown-brown-9.jpg,Brown,52,36,16,98,98,188,0,122,188,125,173,113
223,brown-black-black-brown-brown-9.jpg,Brown,53,31,5,121,107,179,248,103,179,130,163,123
224,brown-black-black-brown-brown-9.jpg,Brown,49,35,10,104,94,177,251,120,177,120,169,119
225,brown-black-black-brown-brown-9.jpg,Brown,52,32,24,87,103,186,7,136,186,126,171,106
226,brown-black-black-brown-brown-9.jpg,Brown,51,29,8,111,103,174,251,104,174,125,163,120
227,brown-black-black-brown-brown-9.jpg,Brown,54,26,10,112,111,177,255,95,177,131,161,117
228,brown-black-black-orange-brown-0.jpg,Brown,21,19,1,50,39,77,244,126,77,52,146,127
229,brown-black-black-orange-brown-0.jpg,Brown,21,18,2,49,41,78,247,121,78,53,146,126
230,brown-black-black-orange-brown-0.jpg,Black,16,9,-25,77,39,27,160,166,77,40,119,149
231,brown-black-black-orange-brown-0.jpg,Black,18,5,-21,77,45,32,158,149,77,45,119,146
232,brown-black-black-orange-brown-0.jpg,Black,22,5,-21,86,54,41,158,133,86,54,119,146
233,brown-black-black-orange-brown-0.jpg,Black,4,24,-39,69,5,0,168,255,69,11,120,161
234,brown-black-black-orange-brown-0.jpg,Black,5,17,-29,56,9,11,172,214,56,15,125,151
235,brown-black-black-orange-brown-0.jpg,Black,5,17,-29,56,9,12,173,214,56,15,126,151
236,brown-black-black-orange-brown-0.jpg,Black,6,18,-29,59,12,14,172,203,59,18,125,151
237,brown-black-black-orange-brown-0.jpg,Black,4,22,-34,62,7,10,173,226,62,14,125,155
238,brown-black-black-orange-brown-0.jpg,Orange,38,28,31,40,70,141,13,183,141,88,166,101
239,brown-black-black-orange-brown-0.jpg,Orange,39,29,34,38,72,148,13,190,148,91,169,98
240,brown-black-black-orange-brown-0.jpg,Orange,40,29,35,37,73,149,14,192,149,92,169,97
241,brown-black-black-orange-brown-0.jpg,Orange,38,29,34,36,70,146,13,192,146,89,169,98
242,brown-black-black-orange-brown-0.jpg,Orange,37,24,18,61,72,132,7,137,132,89,159,112
243,brown-black-black-orange-brown-0.jpg,Brown,20,23,2,47,34,80,244,147,80,49,150,127
244,brown-black-black-orange-brown-0.jpg,Brown,21,22,5,44,37,82,249,140,82,51,150,124
245,brown-black-black-orange-brown-0.jpg,Brown,20,24,7,40,33,84,250,155,84,49,153,123
246,brown-black-black-orange-brown-0.jpg,Brown,21,24,6,43,34,84,248,152,84,50,152,124
247,brown-black-black-orange-brown-0.jpg,Brown,21,25,-7,62,36,82,232,143,82,53,149,133
248,brown-black-black-orange-brown-1.jpg,Brown,69,14,8,157,161,202,4,57,202,173,149,119
249,brown-black-black-orange-brown-1.jpg,Brown,70,15,9,155,161,204,5,61,204,173,150,118
250,brown-black-black-orange-brown-1.jpg,Brown,66,15,-1,164,152,188,242,49,188,164,145,128
251,brown-black-black-orange-brown-1.jpg,Black,31,-4,-23,111,78,33,146,179,111,68,103,152
252,brown-black-black-orange-brown-1.jpg,Orange,80,17,47,111,186,255,22,144,255,198,169,79
253,brown-black-black-orange-brown-1.jpg,Orange,80,16,45,116,187,254,22,139,254,199,167,81
254,brown-black-black-orange-brown-1.jpg,Orange,81,13,27,153,193,245,19,96,245,204,157,99
255,brown-black-black-orange-brown-1.jpg,Brown,68,18,11,148,155,205,5,71,205,169,154,116
256,brown-black-black-orange-brown-1.jpg,Brown,61,23,15,124,133,196,5,94,196,151,160,113
257,brown-black-black-orange-brown-1.jpg,Brown,61,22,14,124,132,192,5,90,192,149,159,114
258,brown-black-black-orange-brown-1.jpg,Orange,82,10,25,160,198,240,20,85,240,206,152,102
259,brown-black-black-orange-brown-2.jpg,Brown,76,15,-1,191,179,215,242,43,215,191,145,128
260,brown-black-black-orange-brown-2.jpg,Brown,74,13,-2,188,176,206,239,37,206,186,142,129
261,brown-black-black-orange-brown-2.jpg,Black,45,-7,-18,137,112,72,144,121,137,103,106,147
262,brown-black-black-orange-brown-2.jpg,Black,43,-4,-27,147,107,55,147,160,147,96,99,157
263,brown-black-black-orange-brown-2.jpg,Orange,86,8,21,178,210,246,20,70,246,217,149,106
264,brown-black-black-orange-brown-2.jpg,Orange,83,12,32,149,199,252,21,104,252,209,159,94
265,brown-black-black-orange-brown-2.jpg,Orange,84,14,33,148,199,255,20,107,255,210,160,93
266,brown-black-black-orange-brown-2.jpg,Orange,86,12,19,180,207,251,16,72,251,217,152,107
267,brown-black-black-orange-brown-2.jpg,Brown,74,16,5,175,174,216,255,50,216,187,149,121
268,brown-black-black-orange-brown-2.jpg,Brown,73,18,13,157,167,221,7,74,221,182,156,114
269,brown-black-black-orange-brown-2.jpg,Brown,71,20,13,153,162,219,6,77,219,178,157,114
270,brown-black-black-orange-brown-2.jpg,Brown,70,20,0,173,159,207,244,59,207,175,151,127
271,brown-black-black-orange-brown-3.jpg,Brown,27,25,-7,77,51,97,232,121,97,68,149,133
272,brown-black-black-orange-brown-3.jpg,Brown,29,24,-5,77,54,99,234,116,99,70,149,132
273,brown-black-black-orange-brown-3.jpg,Brown,28,21,-8,79,54,92,228,105,92,68,145,134
274,brown-black-black-orange-brown-3.jpg,Brown,27,22,-13,85,52,87,216,103,87,66,143,139
275,brown-black-black-orange-brown-3.jpg,Black,13,11,-28,73,31,19,161,189,73,32,119,151
276,brown-black-black-orange-brown-3.jpg,Black,12,15,-33,79,28,8,159,229,79,28,114,157
277,brown-black-black-orange-brown-3.jpg,Black,4,26,-39,68,4,4,171,240,68,11,123,160
278,brown-black-black-orange-brown-3.jpg,Black,5,21,-35,66,9,7,169,228,66,15,122,157
279,brown-black-black-orange-brown-3.jpg,Black,5,22,-36,66,8,3,167,243,66,13,121,158
280,brown-black-black-orange-brown-3.jpg,Orange,40,23,26,54,80,140,13,157,140,95,160,105
281,brown-black-black-orange-brown-3.jpg,Orange,41,23,31,47,82,145,15,172,145,97,162,100
282,brown-black-black-orange-brown-3.jpg,Orange,41,21,31,48,84,144,16,170,144,98,161,100
